Country Name,Country Code,Series Name,Series Code,1990 [YR1990]
Middle income,MIC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.56342934031467
Middle income,MIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.2617324581007
Moldova,MDA,"Population, total",SP.POP.TOTL,3696000
Moldova,MDA,Rural population,SP.RUR.TOTL,1967676
Moldova,MDA,Urban population,SP.URB.TOTL,1728324
Moldova,MDA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.343
Moldova,MDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.4656585365854
Monaco,MCO,"Population, total",SP.POP.TOTL,29438
Monaco,MCO,Rural population,SP.RUR.TOTL,0
Monaco,MCO,Urban population,SP.URB.TOTL,29438
Monaco,MCO,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..
Monaco,MCO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Mongolia,MNG,"Population, total",SP.POP.TOTL,2184145
Mongolia,MNG,Rural population,SP.RUR.TOTL,938462
Mongolia,MNG,Urban population,SP.URB.TOTL,1245683
Mongolia,MNG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.058
Mongolia,MNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.2703414634146
Montenegro,MNE,"Population, total",SP.POP.TOTL,608320
Montenegro,MNE,Rural population,SP.RUR.TOTL,316101
Montenegro,MNE,Urban population,SP.URB.TOTL,292219
Montenegro,MNE,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.252
Montenegro,MNE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.3410487804878
Morocco,MAR,"Population, total",SP.POP.TOTL,24950128
Morocco,MAR,Rural population,SP.RUR.TOTL,12876512
Morocco,MAR,Urban population,SP.URB.TOTL,12073616
Morocco,MAR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.061
Morocco,MAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.683
Mozambique,MOZ,"Population, total",SP.POP.TOTL,13371971
Mozambique,MOZ,Rural population,SP.RUR.TOTL,10028978
Mozambique,MOZ,Urban population,SP.URB.TOTL,3342993
Mozambique,MOZ,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,20.35
Mozambique,MOZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,43.5793170731707
Myanmar,MMR,"Population, total",SP.POP.TOTL,42007309
Myanmar,MMR,Rural population,SP.RUR.TOTL,31686113
Myanmar,MMR,Urban population,SP.URB.TOTL,10321196
Myanmar,MMR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.146
Myanmar,MMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.6951707317073
Namibia,NAM,"Population, total",SP.POP.TOTL,1415447
Namibia,NAM,Rural population,SP.RUR.TOTL,1023991
Namibia,NAM,Urban population,SP.URB.TOTL,391456
Namibia,NAM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.824
Namibia,NAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.2249512195122
Nepal,NPL,"Population, total",SP.POP.TOTL,18741688
Nepal,NPL,Rural population,SP.RUR.TOTL,17082299
Nepal,NPL,Urban population,SP.URB.TOTL,1659389
Nepal,NPL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,12.453
Nepal,NPL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.0364390243903
Netherlands,NLD,"Population, total",SP.POP.TOTL,14951510
Netherlands,NLD,Rural population,SP.RUR.TOTL,4682215
Netherlands,NLD,Urban population,SP.URB.TOTL,10269295
Netherlands,NLD,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.6
Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.8780487804878
New Caledonia,NCL,"Population, total",SP.POP.TOTL,170899
New Caledonia,NCL,Rural population,SP.RUR.TOTL,69151
New Caledonia,NCL,Urban population,SP.URB.TOTL,101748
New Caledonia,NCL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.4
New Caledonia,NCL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.4853658536586
New Zealand,NZL,"Population, total",SP.POP.TOTL,3329800
New Zealand,NZL,Rural population,SP.RUR.TOTL,508061
New Zealand,NZL,Urban population,SP.URB.TOTL,2821739
New Zealand,NZL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.1
New Zealand,NZL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.3780487804878
Nicaragua,NIC,"Population, total",SP.POP.TOTL,4144564
Nicaragua,NIC,Rural population,SP.RUR.TOTL,1975424
Nicaragua,NIC,Urban population,SP.URB.TOTL,2169140
Nicaragua,NIC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.42
Nicaragua,NIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.135
Niger,NER,"Population, total",SP.POP.TOTL,7911884
Niger,NER,Rural population,SP.RUR.TOTL,6695986
Niger,NER,Urban population,SP.URB.TOTL,1215898
Niger,NER,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,22.615
Niger,NER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,43.9511951219512
Nigeria,NGA,"Population, total",SP.POP.TOTL,95617345
Nigeria,NGA,Rural population,SP.RUR.TOTL,67238117
Nigeria,NGA,Urban population,SP.URB.TOTL,28379228
Nigeria,NGA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,18.385
Nigeria,NGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.1102682926829
North America,NAC,"Population, total",SP.POP.TOTL,277473326
North America,NAC,Rural population,SP.RUR.TOTL,68164977
North America,NAC,Urban population,SP.URB.TOTL,209308349
North America,NAC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.46951746201363
North America,NAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.4312646802252
Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,43972
Northern Mariana Islands,MNP,Rural population,SP.RUR.TOTL,4515
Northern Mariana Islands,MNP,Urban population,SP.URB.TOTL,39457
Northern Mariana Islands,MNP,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..
Northern Mariana Islands,MNP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Norway,NOR,"Population, total",SP.POP.TOTL,4241473
Norway,NOR,Rural population,SP.RUR.TOTL,1189479
Norway,NOR,Urban population,SP.URB.TOTL,3051994
Norway,NOR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.9
Norway,NOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.5373170731707
OECD members,OED,"Population, total",SP.POP.TOTL,1066598845
OECD members,OED,Rural population,SP.RUR.TOTL,285251642
OECD members,OED,Urban population,SP.URB.TOTL,781347203
OECD members,OED,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.60964950910949
OECD members,OED,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.6888142466803
Oman,OMN,"Population, total",SP.POP.TOTL,1812159
Oman,OMN,Rural population,SP.RUR.TOTL,614286
Oman,OMN,Urban population,SP.URB.TOTL,1197873
Oman,OMN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.47
Oman,OMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.2677317073171
Other small states,OSS,"Population, total",SP.POP.TOTL,13252515
Other small states,OSS,Rural population,SP.RUR.TOTL,8569849
Other small states,OSS,Urban population,SP.URB.TOTL,4682666
Other small states,OSS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.8646803841384
Other small states,OSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.9609123982791
Pacific island small states,PSS,"Population, total",SP.POP.TOTL,1685260
Pacific island small states,PSS,Rural population,SP.RUR.TOTL,1160709
Pacific island small states,PSS,Urban population,SP.URB.TOTL,524551
Pacific island small states,PSS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.5992841611437
Pacific island small states,PSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.6912764917096
Pakistan,PAK,"Population, total",SP.POP.TOTL,107607639
Pakistan,PAK,Rural population,SP.RUR.TOTL,74705527
Pakistan,PAK,Urban population,SP.URB.TOTL,32902112
Pakistan,PAK,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.057
Pakistan,PAK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.1873170731707
Palau,PLW,"Population, total",SP.POP.TOTL,15089
Palau,PLW,Rural population,SP.RUR.TOTL,4588
Palau,PLW,Urban population,SP.URB.TOTL,10501
Palau,PLW,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.7
Palau,PLW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.0692682926829
Panama,PAN,"Population, total",SP.POP.TOTL,2471010
Panama,PAN,Rural population,SP.RUR.TOTL,1139061
Panama,PAN,Urban population,SP.URB.TOTL,1331949
Panama,PAN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.941
Panama,PAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.0595853658537
Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,4157903
Papua New Guinea,PNG,Rural population,SP.RUR.TOTL,3534467
Papua New Guinea,PNG,Urban population,SP.URB.TOTL,623436
Papua New Guinea,PNG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.481
Papua New Guinea,PNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.7093414634146
Paraguay,PRY,"Population, total",SP.POP.TOTL,4213740
Paraguay,PRY,Rural population,SP.RUR.TOTL,2161901
Paraguay,PRY,Urban population,SP.URB.TOTL,2051839
Paraguay,PRY,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.403
Paraguay,PRY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.0126097560976
Peru,PER,"Population, total",SP.POP.TOTL,21826658
Peru,PER,Rural population,SP.RUR.TOTL,6787872
Peru,PER,Urban population,SP.URB.TOTL,15038786
Peru,PER,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.284
Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.5304390243902
Philippines,PHL,"Population, total",SP.POP.TOTL,61947340
Philippines,PHL,Rural population,SP.RUR.TOTL,31847127
Philippines,PHL,Urban population,SP.URB.TOTL,30100213
Philippines,PHL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.615
Philippines,PHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.2235609756098
Poland,POL,"Population, total",SP.POP.TOTL,38110782
Poland,POL,Rural population,SP.RUR.TOTL,14760306
Poland,POL,Urban population,SP.URB.TOTL,23350476
Poland,POL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.2
Poland,POL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.890243902439
Portugal,PRT,"Population, total",SP.POP.TOTL,9983218
Portugal,PRT,Rural population,SP.RUR.TOTL,5199759
Portugal,PRT,Urban population,SP.URB.TOTL,4783459
Portugal,PRT,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.3
Portugal,PRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.9658536585366
Puerto Rico,PRI,"Population, total",SP.POP.TOTL,3537000
Puerto Rico,PRI,Rural population,SP.RUR.TOTL,249641
Puerto Rico,PRI,Urban population,SP.URB.TOTL,3287359
Puerto Rico,PRI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.3
Puerto Rico,PRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.1691707317073
Qatar,QAT,"Population, total",SP.POP.TOTL,476478
Qatar,QAT,Rural population,SP.RUR.TOTL,34373
Qatar,QAT,Urban population,SP.URB.TOTL,442105
Qatar,QAT,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,2.143
Qatar,QAT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.2994878048781
Romania,ROM,"Population, total",SP.POP.TOTL,23201835
Romania,ROM,Rural population,SP.RUR.TOTL,10854514
Romania,ROM,Urban population,SP.URB.TOTL,12347321
Romania,ROM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.6
Romania,ROM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.7412195121951
Russian Federation,RUS,"Population, total",SP.POP.TOTL,148292000
Russian Federation,RUS,Rural population,SP.RUR.TOTL,39454570
Russian Federation,RUS,Urban population,SP.URB.TOTL,108837430
Russian Federation,RUS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.2
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.9024390243902
Rwanda,RWA,"Population, total",SP.POP.TOTL,7259740
Rwanda,RWA,Rural population,SP.RUR.TOTL,6866552
Rwanda,RWA,Urban population,SP.URB.TOTL,393188
Rwanda,RWA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,34.043
Rwanda,RWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,32.6115609756098
Samoa,WSM,"Population, total",SP.POP.TOTL,162865
Samoa,WSM,Rural population,SP.RUR.TOTL,128338
Samoa,WSM,Urban population,SP.URB.TOTL,34527
Samoa,WSM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.267
Samoa,WSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.0404146341463
San Marino,SMR,"Population, total",SP.POP.TOTL,24045
San Marino,SMR,Rural population,SP.RUR.TOTL,2308
San Marino,SMR,Urban population,SP.URB.TOTL,21737
San Marino,SMR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..
San Marino,SMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,113575
Sao Tome and Principe,STP,Rural population,SP.RUR.TOTL,64002
Sao Tome and Principe,STP,Urban population,SP.URB.TOTL,49573
Sao Tome and Principe,STP,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.747
Sao Tome and Principe,STP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.7714390243902
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,16361453
Saudi Arabia,SAU,Rural population,SP.RUR.TOTL,3831361
Saudi Arabia,SAU,Urban population,SP.URB.TOTL,12530092
Saudi Arabia,SAU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.135
Saudi Arabia,SAU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.1489756097561
Senegal,SEN,"Population, total",SP.POP.TOTL,7514201
Senegal,SEN,Rural population,SP.RUR.TOTL,4591177
Senegal,SEN,Urban population,SP.URB.TOTL,2923024
Senegal,SEN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.414
Senegal,SEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.1830975609756
Serbia,SRB,"Population, total",SP.POP.TOTL,7586000
Serbia,SRB,Rural population,SP.RUR.TOTL,3763187
Serbia,SRB,Urban population,SP.URB.TOTL,3822813
Serbia,SRB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..
Serbia,SRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Seychelles,SYC,"Population, total",SP.POP.TOTL,70000
Seychelles,SYC,Rural population,SP.RUR.TOTL,35519
Seychelles,SYC,Urban population,SP.URB.TOTL,34481
Seychelles,SYC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.28
Seychelles,SYC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,3931208
Sierra Leone,SLE,Rural population,SP.RUR.TOTL,2624003
Sierra Leone,SLE,Urban population,SP.URB.TOTL,1307205
Sierra Leone,SLE,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,25.921
Sierra Leone,SLE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,37.3573658536585
Singapore,SGP,"Population, total",SP.POP.TOTL,3047100
Singapore,SGP,Rural population,SP.RUR.TOTL,0
Singapore,SGP,Urban population,SP.URB.TOTL,3047100
Singapore,SGP,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.8
Singapore,SGP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.2951219512195
Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,..
Sint Maarten (Dutch part),SXM,Rural population,SP.RUR.TOTL,..
Sint Maarten (Dutch part),SXM,Urban population,SP.URB.TOTL,..
Sint Maarten (Dutch part),SXM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..
Sint Maarten (Dutch part),SXM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,5299187
Slovak Republic,SVK,Rural population,SP.RUR.TOTL,2305623
Slovak Republic,SVK,Urban population,SP.URB.TOTL,2993564
Slovak Republic,SVK,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.3
Slovak Republic,SVK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.9326829268293
Slovenia,SVN,"Population, total",SP.POP.TOTL,1998161
Slovenia,SVN,Rural population,SP.RUR.TOTL,991487
Slovenia,SVN,Urban population,SP.URB.TOTL,1006674
Slovenia,SVN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.3
Slovenia,SVN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.2048780487805
Small states,SST,"Population, total",SP.POP.TOTL,20898143
Small states,SST,Rural population,SP.RUR.TOTL,13346843
Small states,SST,Urban population,SP.URB.TOTL,7551300
Small states,SST,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.52361019668952
Small states,SST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.1269478115434
Solomon Islands,SLB,"Population, total",SP.POP.TOTL,311849
Solomon Islands,SLB,Rural population,SP.RUR.TOTL,269197
Solomon Islands,SLB,Urban population,SP.URB.TOTL,42652
Solomon Islands,SLB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.002
Solomon Islands,SLB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.704756097561
Somalia,SOM,"Population, total",SP.POP.TOTL,6321615
Somalia,SOM,Rural population,SP.RUR.TOTL,4446750
Somalia,SOM,Urban population,SP.URB.TOTL,1874865
Somalia,SOM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,19.821
Somalia,SOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.3893414634146
South Africa,ZAF,"Population, total",SP.POP.TOTL,35200000
South Africa,ZAF,Rural population,SP.RUR.TOTL,16882976
South Africa,ZAF,Urban population,SP.URB.TOTL,18317024
South Africa,ZAF,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.955
South Africa,ZAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.1200731707317
South Asia,SAS,"Population, total",SP.POP.TOTL,1132775493
South Asia,SAS,Rural population,SP.RUR.TOTL,849290308
South Asia,SAS,Urban population,SP.URB.TOTL,283485185
South Asia,SAS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.492586600624
South Asia,SAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.9212170491174
South Sudan,SSD,"Population, total",SP.POP.TOTL,5762190
South Sudan,SSD,Rural population,SP.RUR.TOTL,4997202
South Sudan,SSD,Urban population,SP.URB.TOTL,764988
South Sudan,SSD,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,20.74
South Sudan,SSD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,43.5232682926829
Spain,ESP,"Population, total",SP.POP.TOTL,38850435
Spain,ESP,Rural population,SP.RUR.TOTL,9576244
Spain,ESP,Urban population,SP.URB.TOTL,29274191
Spain,ESP,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.6
Spain,ESP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.8375609756098
Sri Lanka,LKA,"Population, total",SP.POP.TOTL,17015000
Sri Lanka,LKA,Rural population,SP.RUR.TOTL,13855995
Sri Lanka,LKA,Urban population,SP.URB.TOTL,3159005
Sri Lanka,LKA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.499
Sri Lanka,LKA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.6794878048781
St. Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,40833
St. Kitts and Nevis,KNA,Rural population,SP.RUR.TOTL,26701
St. Kitts and Nevis,KNA,Urban population,SP.URB.TOTL,14132
St. Kitts and Nevis,KNA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..
St. Kitts and Nevis,KNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
St. Lucia,LCA,"Population, total",SP.POP.TOTL,138180
St. Lucia,LCA,Rural population,SP.RUR.TOTL,97626
St. Lucia,LCA,Urban population,SP.URB.TOTL,40554
St. Lucia,LCA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.409
St. Lucia,LCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.0494390243903
St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,30036
St. Martin (French part),MAF,Rural population,SP.RUR.TOTL,..
St. Martin (French part),MAF,Urban population,SP.URB.TOTL,..
St. Martin (French part),MAF,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,2.8
St. Martin (French part),MAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.5219512195122
St. Vincent and the Grenadines,VCT,"Population, total",SP.POP.TOTL,107509
St. Vincent and the Grenadines,VCT,Rural population,SP.RUR.TOTL,62991
St. Vincent and the Grenadines,VCT,Urban population,SP.URB.TOTL,44518
St. Vincent and the Grenadines,VCT,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.656
St. Vincent and the Grenadines,VCT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.0766585365854
Sub-Saharan Africa (all income levels),SSF,"Population, total",SP.POP.TOTL,508616039
Sub-Saharan Africa (all income levels),SSF,Rural population,SP.RUR.TOTL,371324581
Sub-Saharan Africa (all income levels),SSF,Urban population,SP.URB.TOTL,137291458
Sub-Saharan Africa (all income levels),SSF,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,16.2065369219845
Sub-Saharan Africa (all income levels),SSF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.9279667817899
Sub-Saharan Africa (developing only),SSA,"Population, total",SP.POP.TOTL,508168676
Sub-Saharan Africa (developing only),SSA,Rural population,SP.RUR.TOTL,371042814
Sub-Saharan Africa (developing only),SSA,Urban population,SP.URB.TOTL,137125862
Sub-Saharan Africa (developing only),SSA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,16.2050936086997
Sub-Saharan Africa (developing only),SSA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.9304711643783
Sudan,SDN,"Population, total",SP.POP.TOTL,20008804
Sudan,SDN,Rural population,SP.RUR.TOTL,14284285
Sudan,SDN,Urban population,SP.URB.TOTL,5724519
Sudan,SDN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,12.026
Sudan,SDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.5144634146342
Suriname,SUR,"Population, total",SP.POP.TOTL,408276
Suriname,SUR,Rural population,SP.RUR.TOTL,140014
Suriname,SUR,Urban population,SP.URB.TOTL,268262
Suriname,SUR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.096
Suriname,SUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.5018780487805
Swaziland,SWZ,"Population, total",SP.POP.TOTL,862728
Swaziland,SWZ,Rural population,SP.RUR.TOTL,665094
Swaziland,SWZ,Urban population,SP.URB.TOTL,197634
Swaziland,SWZ,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.587
Swaziland,SWZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.3451951219512
Sweden,SWE,"Population, total",SP.POP.TOTL,8558835
Sweden,SWE,Rural population,SP.RUR.TOTL,1446443
Sweden,SWE,Urban population,SP.URB.TOTL,7112392
Sweden,SWE,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.1
Sweden,SWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.5368292682927
Switzerland,CHE,"Population, total",SP.POP.TOTL,6715519
Switzerland,CHE,Rural population,SP.RUR.TOTL,1800834
Switzerland,CHE,Urban population,SP.URB.TOTL,4914685
Switzerland,CHE,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.5
Switzerland,CHE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.2424390243902
Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,12451539
Syrian Arab Republic,SYR,Rural population,SP.RUR.TOTL,6358876
Syrian Arab Republic,SYR,Urban population,SP.URB.TOTL,6092663
Syrian Arab Republic,SYR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.592
Syrian Arab Republic,SYR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.2594146341464
Tajikistan,TJK,"Population, total",SP.POP.TOTL,5297286
Tajikistan,TJK,Rural population,SP.RUR.TOTL,3620271
Tajikistan,TJK,Urban population,SP.URB.TOTL,1677015
Tajikistan,TJK,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.825
Tajikistan,TJK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.8647804878049
Tanzania,TZA,"Population, total",SP.POP.TOTL,25458208
Tanzania,TZA,Rural population,SP.RUR.TOTL,20650680
Tanzania,TZA,Urban population,SP.URB.TOTL,4807528
Tanzania,TZA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,14.973
Tanzania,TZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,50.4633658536585
Thailand,THA,"Population, total",SP.POP.TOTL,56582824
Thailand,THA,Rural population,SP.RUR.TOTL,39933894
Thailand,THA,Urban population,SP.URB.TOTL,16648930
Thailand,THA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.646
Thailand,THA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.4111219512195
Timor-Leste,TMP,"Population, total",SP.POP.TOTL,740231
Timor-Leste,TMP,Rural population,SP.RUR.TOTL,585952
Timor-Leste,TMP,Urban population,SP.URB.TOTL,154279
Timor-Leste,TMP,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,15.709
Timor-Leste,TMP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.4797317073171
Togo,TGO,"Population, total",SP.POP.TOTL,3786942
Togo,TGO,Rural population,SP.RUR.TOTL,2704293
Togo,TGO,Urban population,SP.URB.TOTL,1082649
Togo,TGO,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,12.071
Togo,TGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.8484390243902
Tonga,TON,"Population, total",SP.POP.TOTL,95152
Tonga,TON,Rural population,SP.RUR.TOTL,73549
Tonga,TON,Urban population,SP.URB.TOTL,21603
Tonga,TON,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.962
